customer_id,age,gender,province,income,join_date,churn_flag
665,27,F,AB,100311,2023-12-24,True
666,39,F,QC,69020,2025-08-06,True
667,25,F,AB,66851,2025-06-12,True
668,53,M,BC,103806,2024-09-28,False
669,26,M,ON,50512,2025-09-23,True
670,25,F,AB,75614,2025-03-30,False
671,63,F,ON,114905,2025-01-06,True
672,26,M,QC,88113,2026-05-02,True
673,57,M,QC,109120,2025-08-17,True
674,34,F,ON,111937,2024-10-18,False
675,34,M,BC,116011,2024-05-26,True
676,57,M,BC,63798,2023-08-26,False
677,51,M,AB,55449,2024-08-31,True
678,62,M,QC,40080,2025-10-01,False
679,31,F,QC,92122,2024-09-16,False
680,34,M,ON,114304,2023-07-07,False
681,30,F,BC,111728,2024-02-22,True
682,28,F,AB,79676,2024-09-19,False
683,62,M,QC,107476,2026-01-07,True
684,29,F,BC,91544,2025-12-08,True
685,70,F,BC,97763,2025-07-13,True
686,25,M,ON,113959,2025-11-24,False
687,19,M,BC,98616,2025-11-25,False
688,59,M,BC,115080,2024-10-19,False
689,31,F,QC,73203,2023-07-24,True
690,36,F,BC,85733,2024-01-16,True
691,39,M,ON,60900,2024-03-01,True
692,19,M,ON,81372,2024-08-30,True
693,52,F,BC,81979,2024-08-30,True
694,32,M,QC,114684,2023-09-10,False
695,66,M,QC,110198,2023-12-08,False
696,58,M,ON,30376,2025-03-19,True
697,52,F,BC,107119,2026-05-13,False
698,18,F,BC,59702,2024-01-19,False
699,48,M,QC,40858,2024-05-01,True
700,26,F,ON,65888,2025-05-05,False
701,64,M,QC,90293,2025-11-28,False
702,60,M,QC,72444,2025-09-01,True
703,67,F,ON,87831,2024-03-31,True
704,58,F,BC,119475,2026-01-02,True
705,65,M,BC,89853,2025-06-14,False
706,18,M,ON,56951,2025-11-09,True
707,52,F,QC,100487,2024-08-01,False
708,52,F,ON,78288,2024-11-08,False
709,43,F,QC,46202,2026-01-11,False
710,55,F,AB,41707,2024-05-30,True
711,37,F,AB,87243,2023-07-14,False
712,36,F,QC,72665,2025-06-18,False
713,47,F,BC,44891,2024-12-03,True
714,40,F,QC,79075,2026-01-01,True
715,36,M,BC,114316,2024-08-13,False
716,69,M,BC,102163,2025-02-03,True
717,50,F,QC,105207,2025-07-08,True
718,41,M,BC,39009,2023-07-09,True
719,21,M,QC,48335,2023-05-27,True
720,69,M,AB,86304,2023-06-07,False
721,28,F,QC,75244,2023-11-24,True
722,65,F,QC,63390,2025-08-01,False
723,27,F,BC,55245,2025-09-24,False
724,63,M,AB,105611,2024-08-07,True
725,19,F,AB,38453,2026-01-06,True
726,66,F,ON,103400,2024-08-18,False
727,48,M,BC,115829,2023-07-30,False
728,58,F,QC,73541,2026-05-09,False
729,68,M,QC,89201,2024-10-22,True
730,56,M,QC,71851,2026-03-30,True
731,33,M,QC,99008,2026-03-30,False
732,19,F,AB,89415,2025-04-17,True
733,66,M,BC,59654,2023-10-12,True
734,70,M,BC,106027,2025-08-03,True
735,55,F,AB,63584,2025-03-11,False
736,36,F,QC,89065,2023-08-15,False
737,24,F,ON,111183,2024-01-05,False
738,53,M,BC,47891,2024-11-01,True
739,38,M,AB,80222,2024-09-29,True
740,28,F,QC,116116,2023-10-27,False
741,57,F,QC,41031,2023-11-20,False
742,63,M,ON,63198,2024-09-03,False
743,70,F,BC,78068,2026-02-04,True
744,54,M,ON,33092,2026-03-27,False
745,29,M,QC,104502,2025-05-15,False
746,45,F,BC,64458,2024-08-31,True
747,56,M,ON,36183,2024-03-15,False
748,51,F,ON,39514,2025-11-25,False
749,52,F,QC,110569,2025-05-01,True
750,29,M,AB,66328,2024-01-31,True
751,33,F,ON,39070,2024-05-02,True
752,58,F,QC,30742,2025-02-07,True
753,43,F,QC,96712,2024-04-08,True
754,62,F,QC,76556,2025-06-04,False
755,34,M,AB,38561,2025-05-09,False
756,20,F,AB,45253,2023-12-10,True
757,35,F,ON,68545,2024-07-31,True
758,36,M,ON,116277,2025-01-09,False
759,27,M,ON,94898,2025-03-03,True
760,49,F,AB,86932,2023-08-27,True
761,46,M,ON,51649,2025-01-18,True
762,60,M,AB,47829,2025-08-03,False
763,32,M,ON,89596,2026-02-24,True
764,42,M,ON,79237,2023-09-27,False
765,62,M,BC,41661,2024-11-02,False
766,31,F,QC,94137,2025-06-18,True
767,31,M,AB,41768,2023-10-04,True
768,44,F,BC,95649,2024-05-30,True
769,41,M,AB,38033,2023-09-08,True
770,18,F,ON,69437,2026-04-04,False
771,54,F,QC,60913,2025-05-11,False
772,56,M,ON,119180,2025-02-23,True
773,20,F,QC,57537,2023-08-19,True
774,61,F,ON,48976,2024-10-19,False
775,70,M,BC,107294,2024-05-01,False
776,64,F,ON,112499,2025-07-20,True
777,19,F,ON,72233,2024-12-05,True
778,30,M,QC,71456,2026-04-10,False
779,69,F,ON,88796,2024-04-01,True
780,53,F,ON,71936,2025-03-31,False
781,27,F,BC,55176,2023-10-28,False
782,30,F,BC,98526,2025-03-27,True
783,21,F,BC,45543,2024-08-17,False
784,27,M,QC,35456,2023-10-28,True
785,38,M,ON,30208,2023-12-20,False
786,18,F,ON,98429,2024-12-01,True
787,20,M,BC,70322,2025-09-23,False
788,63,M,QC,74742,2023-12-01,True
789,64,F,ON,69287,2025-02-20,False
790,35,M,QC,68903,2023-05-27,True
791,68,M,BC,68635,2026-02-07,True
792,55,F,QC,69168,2026-02-01,True
793,40,M,QC,79080,2025-10-20,True
794,70,M,QC,98910,2023-10-02,False
795,39,F,QC,61566,2025-07-23,True
796,42,F,ON,37544,2025-09-20,True
797,36,F,BC,55632,2025-09-29,True
798,45,M,QC,77076,2023-12-13,False
799,26,M,ON,117659,2023-12-04,True
800,48,M,ON,76487,2024-04-07,False
801,48,F,AB,38775,2023-09-07,True
802,34,M,AB,64614,2025-01-02,True
803,33,M,BC,54330,2025-04-21,True
804,33,F,ON,88565,2026-01-07,True
805,24,F,BC,57977,2024-06-20,False
806,24,F,AB,88170,2023-07-31,True
807,42,F,QC,69950,2024-02-25,False
808,43,F,ON,72065,2026-04-06,False
809,54,F,QC,33235,2023-08-30,False
810,43,F,ON,40227,2026-01-12,True
811,30,F,QC,58273,2024-05-29,True
812,30,F,BC,47401,2024-10-16,False
813,64,F,AB,79301,2024-10-26,True
814,61,F,BC,39175,2025-03-24,False
815,23,M,AB,116744,2023-08-11,False
816,59,F,QC,48185,2026-03-01,False
817,59,M,ON,36715,2023-11-12,True
818,22,M,QC,73330,2025-09-05,True
819,49,F,AB,49864,2023-12-05,False
820,29,F,ON,91690,2024-02-19,False
821,67,M,ON,30757,2023-08-09,True
822,60,M,AB,52495,2025-08-22,True
823,41,M,ON,77144,2025-06-01,True
824,28,F,BC,110044,2024-05-14,True
825,38,M,BC,72523,2025-11-14,False
826,42,M,QC,63150,2024-03-07,True
827,62,M,QC,105104,2025-09-03,True
828,49,F,QC,74750,2025-08-12,True
829,54,F,ON,114501,2025-09-16,False
830,56,F,AB,84927,2025-11-24,True
831,30,M,ON,119155,2024-03-14,False
832,67,M,AB,84766,2024-01-15,False
833,44,F,BC,79605,2025-11-13,True
834,44,F,ON,79566,2025-02-15,True
835,55,F,AB,93475,2023-05-31,False
836,45,M,BC,51870,2024-12-13,True
837,64,M,ON,34215,2025-01-30,True
838,40,F,BC,108146,2024-11-07,True
839,57,F,QC,114083,2023-10-26,True
840,66,M,QC,82046,2024-03-08,True
841,23,M,BC,89223,2023-12-09,False
842,24,M,BC,65291,2023-08-29,True
843,58,M,QC,75926,2025-04-13,False
844,38,F,BC,38445,2024-01-05,True
845,48,M,BC,77134,2025-07-13,True
846,48,M,ON,109214,2024-07-20,True
847,59,F,QC,61352,2024-02-27,False
848,55,F,BC,71538,2024-01-16,False
849,53,M,QC,85640,2023-09-17,True
850,51,F,AB,102211,2024-03-18,False
851,52,F,BC,47466,2024-07-21,False
852,23,F,QC,31609,2025-10-14,True
853,61,F,ON,119620,2023-12-16,False
854,60,F,ON,93699,2024-12-06,True
855,63,F,ON,86525,2024-04-07,False
856,62,F,AB,117050,2025-07-16,True
857,27,M,BC,37724,2026-01-06,True
858,55,M,QC,53135,2025-01-03,True
859,60,F,ON,61372,2025-02-22,False
860,62,F,BC,96368,2024-03-16,True
861,24,F,BC,103762,2025-04-12,True
862,48,M,QC,100716,2023-06-08,False
863,18,M,AB,63886,2025-11-30,True
864,41,M,AB,71349,2024-05-09,False
865,57,F,AB,42934,2026-04-29,True
866,23,F,AB,97358,2024-02-09,False
867,47,M,ON,79737,2025-09-21,False
868,25,F,ON,116147,2023-10-04,False
869,38,F,QC,110640,2025-09-28,False
870,66,F,QC,42158,2024-12-12,True
871,55,F,AB,43387,2025-11-20,False
872,27,F,AB,104936,2025-07-13,True
873,34,M,QC,59858,2024-01-18,False
874,29,M,AB,68780,2024-09-25,True
875,18,M,AB,79559,2025-08-17,False
876,61,F,BC,114212,2023-08-16,True
877,21,M,QC,104327,2024-11-27,False
878,41,M,ON,49888,2024-01-26,True
879,58,F,QC,34207,2025-02-19,True
880,61,M,AB,35931,2024-06-16,False
881,47,M,QC,75703,2024-10-31,False
882,18,F,BC,75001,2023-09-06,True
883,45,F,QC,111653,2024-06-19,False
884,37,M,AB,81630,2026-04-27,False
885,47,F,QC,74918,2023-09-06,False
886,59,M,AB,107117,2023-06-14,False
887,65,M,AB,50457,2026-05-16,True
888,20,F,QC,32911,2024-02-18,True
889,30,F,QC,49577,2024-08-03,True
890,23,F,ON,38820,2024-09-22,True
891,70,M,ON,91942,2025-12-14,False
892,64,F,BC,106974,2024-01-07,True
893,64,F,ON,91576,2024-06-12,True
894,51,M,BC,100943,2025-07-28,True
895,49,M,AB,54822,2024-03-26,True
896,67,F,BC,76634,2025-11-04,True
897,20,M,ON,116629,2024-11-27,False
898,33,F,QC,116835,2025-12-16,True
899,19,M,BC,31501,2024-11-07,False
900,54,F,ON,100584,2025-12-24,True
901,27,M,BC,48485,2024-09-08,True
902,62,M,ON,76374,2026-04-12,False
903,26,M,AB,54109,2026-01-09,True
904,24,F,AB,95967,2023-06-06,False
905,39,F,AB,83749,2024-12-15,True
906,61,M,ON,30942,2025-09-03,True
907,60,F,AB,100608,2025-02-01,False
908,58,F,ON,70463,2026-04-23,True
909,19,M,ON,108867,2025-01-18,False
910,37,M,ON,84389,2024-04-21,False
911,35,F,QC,115506,2024-04-24,False
912,57,F,BC,99123,2025-07-01,False
913,56,F,BC,83972,2026-05-07,True
914,67,M,AB,69780,2023-09-06,False
915,69,F,ON,46020,2025-09-22,False
916,46,F,AB,36971,2025-10-05,True
917,31,M,AB,105427,2024-06-02,False
918,52,M,AB,89316,2023-08-29,False
919,21,M,AB,99341,2024-11-10,False
920,59,F,ON,99199,2026-03-01,False
921,40,F,AB,33657,2025-03-04,False
922,19,M,BC,97056,2024-03-14,True
923,44,M,AB,33531,2025-06-30,True
924,69,M,QC,74374,2026-03-22,True
925,45,F,AB,73431,2023-11-06,True
926,39,M,QC,40531,2025-02-13,True
927,31,F,QC,92280,2023-06-29,True
928,19,F,AB,68630,2026-04-16,True
929,35,F,BC,66574,2023-07-30,True
930,36,F,BC,38115,2024-01-19,True
931,70,M,QC,111706,2026-04-18,False
932,47,F,QC,57833,2024-10-09,True
933,37,F,BC,88450,2023-09-21,False
934,18,M,BC,51489,2024-07-06,True
935,53,F,QC,41709,2025-08-22,False
936,48,F,ON,104741,2025-07-14,True
937,60,F,QC,48563,2024-03-17,False
938,53,F,ON,83796,2024-04-20,True
939,47,M,ON,91698,2024-04-17,True
940,55,M,BC,99516,2025-11-23,True
941,50,M,BC,88478,2023-11-08,False
942,30,M,QC,52703,2024-05-09,True
943,66,F,AB,109038,2025-12-19,True
944,26,M,BC,79418,2024-01-18,True
945,55,F,AB,93119,2024-01-24,True
946,67,F,BC,63467,2024-02-09,True
947,70,M,QC,86726,2025-01-27,False
948,54,M,BC,58720,2025-05-13,True
949,33,M,BC,42548,2024-06-14,True
950,66,M,QC,59169,2024-12-31,True
951,24,F,QC,94108,2024-05-06,True
952,56,M,QC,45924,2025-05-29,True
953,27,M,QC,62122,2025-10-27,False
954,29,F,QC,98949,2025-04-01,False
955,42,M,BC,71910,2024-08-10,False
956,46,F,BC,57144,2025-01-25,True
957,33,M,AB,91107,2024-07-25,True
958,18,M,BC,50671,2026-02-14,False
959,31,M,BC,119803,2023-07-17,False
960,65,M,ON,119622,2024-05-22,False
961,34,M,BC,107380,2024-10-24,True
962,30,M,QC,117706,2023-11-24,False
963,44,F,BC,110670,2024-11-12,True
964,61,M,QC,35211,2025-08-16,False
965,56,M,QC,107508,2025-03-26,False
966,44,M,ON,79702,2025-06-29,False
967,41,M,AB,51240,2024-05-02,False
968,55,F,ON,107073,2025-01-02,True
969,56,M,ON,57623,2023-11-11,False
970,43,F,QC,99863,2025-07-13,False
971,21,F,AB,85882,2024-08-21,True
972,70,F,ON,109148,2024-12-12,True
973,37,M,ON,32495,2024-08-16,False
974,42,F,QC,107879,2023-06-27,False
975,42,F,BC,67499,2024-08-16,True
976,19,M,BC,36287,2025-11-09,False
977,24,F,AB,100078,2024-08-01,False
978,23,M,ON,104212,2025-05-23,False
979,47,F,AB,54326,2024-02-24,True
980,60,M,QC,72874,2024-04-21,True
981,56,M,QC,52276,2024-03-22,True
982,50,M,BC,53770,2023-08-10,False
983,46,M,BC,34237,2023-08-21,False
984,54,M,ON,45052,2025-11-28,False
985,30,F,ON,53917,2026-04-28,False
986,36,F,ON,48947,2024-06-07,False
987,53,F,AB,63922,2024-10-27,True
988,29,M,QC,69587,2023-08-17,False
989,31,F,BC,56013,2024-06-05,True
990,43,F,BC,65891,2025-08-10,False
991,54,M,QC,71880,2024-04-27,False
992,58,M,QC,71533,2026-01-17,False
993,39,M,ON,94170,2023-08-29,False
994,69,F,QC,107523,2023-08-13,True
995,48,F,QC,88490,2024-08-24,False
996,32,F,BC,105613,2024-10-20,True
997,32,F,AB,97435,2024-12-19,True
998,33,M,ON,110722,2026-01-29,False
999,47,F,BC,68035,2024-04-10,True
1000,56,M,QC,94443,2025-01-30,False
