transaction_id,customer_id,amount,transaction_type,transaction_date
706,244,4450.48,Credit,2024-11-04
707,531,4265.63,Debit,2025-07-08
708,513,575.26,Credit,2026-04-24
709,693,898.35,Debit,2025-01-29
710,148,1358.15,Debit,2026-02-11
711,64,3066.45,Credit,2025-02-24
712,400,2737.45,Debit,2026-02-21
713,119,3811.0,Debit,2025-03-02
714,807,1529.84,Credit,2024-10-16
715,209,3525.21,Credit,2024-12-27
716,419,1802.77,Credit,2025-05-13
717,662,2647.53,Debit,2026-04-24
718,580,3719.27,Credit,2026-04-23
719,230,4493.77,Credit,2026-01-25
720,438,534.95,Debit,2025-07-15
721,428,2213.15,Debit,2024-05-27
722,733,3138.79,Credit,2025-09-03
723,733,4795.26,Debit,2025-04-03
724,491,67.12,Credit,2025-03-24
725,109,225.96,Debit,2025-07-14
726,670,507.35,Debit,2025-03-31
727,23,3954.13,Debit,2025-06-17
728,241,2923.67,Credit,2024-06-26
729,887,4042.92,Debit,2026-01-18
730,595,3557.17,Debit,2026-01-31
731,649,1672.63,Debit,2025-02-28
732,266,3861.77,Credit,2026-03-13
733,991,3263.02,Debit,2026-05-01
734,578,1986.67,Credit,2026-04-13
735,678,262.89,Debit,2026-05-01
736,433,345.13,Debit,2024-11-15
737,296,3007.4,Debit,2025-08-11
738,657,870.2,Credit,2024-11-27
739,100,515.09,Debit,2024-10-02
740,568,4993.74,Credit,2025-10-27
741,515,1605.67,Credit,2025-11-13
742,472,3419.07,Credit,2025-01-15
743,747,1692.32,Debit,2024-08-08
744,433,3920.23,Credit,2024-11-02
745,550,4476.39,Debit,2025-08-04
746,695,1524.47,Credit,2024-08-29
747,911,4448.35,Credit,2025-10-13
748,229,1337.96,Credit,2024-10-14
749,694,120.97,Credit,2025-02-02
750,678,368.46,Debit,2024-09-23
751,37,1268.54,Debit,2026-03-11
752,999,4830.64,Credit,2025-04-29
753,804,2378.54,Credit,2025-03-01
754,798,4488.51,Credit,2025-08-04
755,496,303.28,Credit,2024-09-02
756,828,2138.68,Debit,2024-10-05
757,258,1156.71,Credit,2025-04-10
758,495,554.28,Debit,2026-01-14
759,201,3740.93,Debit,2024-06-20
760,598,1269.77,Debit,2025-02-05
761,558,2584.66,Credit,2026-02-11
762,150,439.12,Debit,2025-10-26
763,821,2603.96,Debit,2025-09-10
764,36,3804.31,Credit,2026-01-25
765,487,3361.57,Credit,2025-01-26
766,290,1795.15,Credit,2025-12-06
767,230,3807.91,Credit,2026-03-16
768,951,4050.25,Credit,2024-12-25
769,631,3554.77,Debit,2025-10-12
770,385,1765.29,Debit,2024-11-07
771,800,3110.48,Debit,2025-05-23
772,858,4521.4,Credit,2025-12-26
773,245,4695.64,Credit,2025-05-10
774,23,1050.75,Credit,2024-06-26
775,364,809.79,Credit,2025-09-10
776,903,1144.65,Credit,2025-01-10
777,509,3274.65,Debit,2025-01-01
778,293,570.48,Debit,2025-09-11
779,427,3194.0,Debit,2026-05-16
780,180,886.49,Debit,2024-07-22
781,352,427.97,Debit,2024-07-16
782,791,1555.5,Debit,2026-03-17
783,868,4004.46,Debit,2024-12-19
784,350,101.21,Debit,2025-02-07
785,696,197.18,Credit,2024-11-10
786,801,1202.49,Credit,2025-03-26
787,690,3441.75,Debit,2026-04-29
788,185,2740.01,Credit,2026-05-23
789,364,4419.59,Debit,2025-01-26
790,751,1681.03,Debit,2025-08-06
791,727,3997.1,Credit,2026-03-07
792,729,3828.72,Debit,2025-06-25
793,911,1629.11,Credit,2025-09-10
794,259,3222.07,Credit,2024-11-14
795,586,1942.95,Credit,2025-10-19
796,487,2002.63,Debit,2024-12-27
797,571,3477.9,Debit,2026-05-15
798,565,4449.57,Credit,2025-07-15
799,747,4429.34,Debit,2025-10-30
800,860,4435.15,Debit,2024-06-16
801,548,2241.64,Credit,2024-08-30
802,247,981.55,Debit,2025-09-21
803,907,2948.85,Debit,2025-04-11
804,334,772.34,Debit,2024-10-15
805,888,3874.6,Debit,2026-02-18
806,712,1691.87,Debit,2026-04-05
807,775,3099.34,Credit,2026-05-20
808,664,2537.86,Credit,2024-06-07
809,167,2349.16,Debit,2024-11-16
810,86,3424.98,Credit,2025-05-12
811,73,1069.34,Debit,2025-08-25
812,701,2111.2,Credit,2024-09-01
813,510,3034.42,Debit,2025-09-13
814,849,45.77,Credit,2025-04-26
815,85,1557.03,Credit,2024-11-30
816,956,2155.19,Debit,2026-03-22
817,723,1464.57,Debit,2024-11-20
818,47,1414.48,Credit,2024-11-14
819,814,902.33,Debit,2024-06-13
820,47,1851.61,Debit,2024-12-25
821,891,2101.22,Debit,2024-07-02
822,620,1134.29,Credit,2026-01-04
823,158,460.69,Debit,2025-07-10
824,426,632.89,Credit,2025-07-31
825,906,3143.74,Debit,2025-05-20
826,298,231.81,Debit,2026-01-13
827,294,4109.65,Credit,2026-03-02
828,529,2759.03,Credit,2025-08-08
829,763,4383.49,Credit,2026-01-23
830,360,41.94,Debit,2025-07-08
831,498,4899.64,Debit,2025-11-16
832,936,2101.06,Debit,2024-12-02
833,324,296.92,Debit,2026-03-12
834,968,2342.57,Credit,2025-03-20
835,264,39.4,Credit,2025-05-01
836,930,584.78,Debit,2025-11-23
837,874,1757.72,Debit,2026-04-06
838,890,1461.03,Credit,2025-01-26
839,251,1313.08,Credit,2024-06-26
840,606,1268.22,Debit,2026-01-20
841,728,62.94,Debit,2024-11-22
842,576,3139.23,Credit,2026-01-01
843,232,1872.25,Credit,2024-11-01
844,262,4850.75,Credit,2025-06-18
845,981,1877.98,Credit,2024-09-11
846,156,4042.55,Credit,2025-09-23
847,180,402.62,Credit,2025-03-13
848,444,1249.3,Debit,2025-12-15
849,797,1690.03,Debit,2026-05-17
850,167,1348.11,Credit,2025-12-22
851,640,2628.35,Credit,2024-06-09
852,426,1520.64,Debit,2024-10-22
853,951,4451.03,Debit,2025-01-18
854,890,1523.09,Debit,2026-04-04
855,683,4960.28,Debit,2025-10-06
856,22,939.89,Credit,2026-01-26
857,982,3565.97,Debit,2024-11-19
858,187,860.36,Debit,2024-10-25
859,709,1261.2,Debit,2025-08-10
860,28,809.17,Debit,2026-05-04
861,209,1904.17,Debit,2026-03-10
862,130,2780.25,Debit,2024-06-10
863,200,2054.15,Debit,2025-01-30
864,480,87.63,Credit,2025-06-20
865,475,1316.93,Credit,2026-04-06
866,913,2371.63,Debit,2025-02-16
867,997,3725.01,Debit,2025-01-30
868,301,4168.35,Credit,2025-04-20
869,833,635.68,Debit,2026-03-16
870,819,1692.13,Debit,2025-05-25
871,39,4798.15,Debit,2026-01-14
872,59,2504.9,Debit,2024-11-11
873,259,962.11,Credit,2025-02-04
874,531,2477.48,Debit,2025-12-20
875,972,4497.62,Credit,2025-10-28
876,585,45.81,Credit,2026-02-13
877,10,1850.09,Debit,2024-10-13
878,734,1633.78,Debit,2024-05-24
879,922,477.11,Credit,2025-09-07
880,692,1650.43,Debit,2024-08-18
881,311,3970.01,Debit,2025-09-09
882,207,2353.46,Debit,2024-09-29
883,962,4177.13,Credit,2024-10-01
884,996,818.55,Debit,2026-04-26
885,444,1369.15,Debit,2026-04-05
886,344,1183.29,Credit,2025-08-31
887,971,2133.52,Debit,2025-06-09
888,184,3581.32,Debit,2025-03-10
889,343,3868.0,Debit,2024-06-02
890,719,2949.27,Debit,2024-06-12
891,632,387.03,Credit,2026-02-21
892,588,2306.46,Credit,2024-10-19
893,987,3056.99,Credit,2025-10-13
894,874,4077.05,Debit,2024-07-06
895,835,1361.04,Debit,2024-06-02
896,529,3195.46,Debit,2024-11-16
897,579,3026.43,Debit,2025-01-03
898,675,4388.77,Debit,2026-02-28
899,521,4122.02,Debit,2024-06-12
900,182,4538.29,Debit,2025-11-05
901,737,1282.81,Debit,2024-10-20
902,921,1153.3,Credit,2025-08-15
903,36,1594.69,Credit,2025-10-09
904,897,1124.67,Debit,2025-03-02
905,299,3241.12,Credit,2024-07-07
906,559,304.53,Debit,2025-03-26
907,108,3537.45,Debit,2025-01-20
908,787,2775.03,Debit,2024-11-05
909,13,4622.34,Debit,2024-06-04
910,439,4039.73,Debit,2026-03-03
911,387,4349.24,Credit,2025-10-16
912,331,1131.04,Debit,2025-01-20
913,838,226.47,Debit,2025-07-14
914,934,4135.16,Credit,2026-03-27
915,943,3696.21,Debit,2025-07-13
916,876,681.16,Credit,2025-04-19
917,35,3802.0,Credit,2025-02-04
918,385,3652.53,Debit,2024-06-18
919,274,4208.88,Debit,2025-02-23
920,263,4306.83,Debit,2024-08-29
921,617,3025.41,Debit,2026-03-24
922,489,3386.19,Debit,2025-09-27
923,62,1643.25,Credit,2025-11-10
924,445,3056.24,Credit,2026-02-10
925,734,3784.33,Credit,2026-02-18
926,194,3219.0,Credit,2024-08-25
927,834,786.99,Credit,2025-09-10
928,9,1750.07,Debit,2024-10-01
929,498,1186.46,Debit,2025-10-22
930,947,1521.85,Debit,2025-10-30
931,271,2612.32,Debit,2024-11-30
932,473,3594.21,Debit,2025-05-22
933,955,4379.85,Debit,2025-07-11
934,946,1381.73,Debit,2025-07-10
935,581,636.56,Credit,2024-08-26
936,253,1187.26,Credit,2024-12-23
937,541,4124.66,Debit,2024-09-12
938,418,2663.46,Credit,2025-05-21
939,913,1652.2,Debit,2025-09-11
940,967,1518.72,Debit,2025-03-10
941,381,3923.22,Debit,2025-02-25
942,850,698.76,Credit,2025-03-17
943,318,3994.12,Credit,2025-11-10
944,625,3512.6,Debit,2024-11-20
945,777,2421.02,Credit,2026-01-14
946,33,2298.61,Debit,2025-07-01
947,102,452.29,Debit,2025-12-01
948,40,1780.09,Debit,2025-04-11
949,854,2362.4,Credit,2025-12-22
950,967,259.89,Debit,2025-01-19
951,514,190.33,Debit,2024-05-26
952,378,2739.55,Debit,2025-07-16
953,667,1217.1,Debit,2024-12-16
954,940,3030.53,Credit,2026-04-22
955,527,2135.3,Debit,2025-01-05
956,928,997.48,Debit,2025-09-29
957,711,3539.8,Debit,2025-09-22
958,93,3242.98,Debit,2024-07-01
959,597,1893.55,Debit,2026-01-29
960,761,3640.92,Debit,2025-05-06
961,672,157.61,Debit,2024-07-12
962,624,414.36,Debit,2025-02-09
963,410,4236.33,Credit,2026-01-01
964,637,2650.97,Credit,2025-05-22
965,643,2699.09,Debit,2026-02-13
966,786,930.35,Debit,2024-05-29
967,412,560.01,Debit,2026-02-15
968,595,4979.07,Debit,2025-09-02
969,888,2427.26,Credit,2024-05-27
970,298,2820.95,Credit,2024-06-16
971,594,1365.1,Credit,2025-04-17
972,348,4321.28,Credit,2024-09-01
973,920,567.13,Debit,2026-03-08
974,389,3418.68,Debit,2025-03-16
975,683,2342.39,Debit,2024-07-27
976,648,3876.55,Credit,2024-09-06
977,430,2678.43,Credit,2024-10-28
978,366,4733.34,Debit,2026-02-10
979,547,261.14,Debit,2026-02-26
980,94,2234.93,Debit,2024-06-04
981,641,1980.59,Credit,2025-01-27
982,648,785.1,Debit,2024-08-17
983,205,1362.24,Debit,2024-10-16
984,653,2663.94,Credit,2024-12-26
985,511,1205.62,Credit,2025-08-07
986,475,2978.77,Credit,2026-03-06
987,496,4346.64,Credit,2024-12-01
988,795,3717.02,Debit,2024-07-13
989,709,2491.66,Credit,2024-07-19
990,127,2555.38,Debit,2025-04-19
991,547,1330.76,Debit,2026-02-13
992,251,1006.93,Debit,2024-10-30
993,130,89.48,Debit,2024-06-06
994,723,1313.13,Debit,2025-05-07
995,830,657.0,Credit,2024-11-03
996,298,4839.26,Debit,2025-01-28
997,445,3864.76,Debit,2025-04-23
998,631,3442.93,Debit,2024-06-09
999,255,826.76,Credit,2025-04-12
1000,559,3058.4,Debit,2024-09-04
1001,642,1881.37,Credit,2026-05-02
1002,846,4513.93,Credit,2024-08-07
1003,471,295.96,Debit,2025-10-29
1004,549,4613.78,Credit,2024-08-09
1005,518,3994.2,Debit,2025-07-20
1006,304,141.14,Debit,2025-03-24
1007,915,3833.68,Debit,2026-04-15
1008,644,445.34,Credit,2025-03-17
1009,690,4225.72,Debit,2025-07-14
1010,335,4798.03,Credit,2025-10-29
1011,683,3447.05,Debit,2024-08-07
1012,684,2245.27,Credit,2024-08-15
1013,268,4038.06,Credit,2025-10-31
1014,77,4229.59,Credit,2025-03-29
1015,774,478.13,Debit,2024-06-13
1016,316,3092.96,Debit,2025-03-15
1017,910,3392.55,Credit,2024-09-01
1018,723,683.51,Credit,2024-05-29
1019,792,2408.98,Debit,2026-02-01
1020,282,4526.87,Debit,2025-02-05
1021,904,2094.94,Credit,2026-02-17
1022,661,4109.08,Credit,2025-08-26
1023,375,2909.81,Debit,2024-07-12
1024,180,550.37,Credit,2025-12-25
1025,388,4433.37,Debit,2026-02-28
1026,412,1509.51,Credit,2025-03-06
1027,631,1926.64,Debit,2024-07-04
1028,73,3063.74,Credit,2026-04-08
1029,999,428.49,Debit,2024-09-15
1030,572,3936.49,Debit,2024-09-06
1031,469,2141.71,Credit,2024-08-06
1032,859,3109.8,Debit,2024-11-24
1033,831,200.67,Credit,2026-05-19
1034,793,3140.07,Debit,2026-05-14
1035,159,1027.33,Debit,2024-09-09
1036,437,2078.79,Credit,2026-04-19
1037,412,1511.38,Debit,2026-02-12
1038,608,4144.76,Debit,2026-05-17
1039,531,947.09,Credit,2026-01-29
1040,88,2675.83,Debit,2025-01-05
1041,88,4415.22,Credit,2024-11-25
1042,42,4699.61,Debit,2025-01-12
1043,550,1745.53,Credit,2024-07-20
1044,930,1746.59,Credit,2024-10-11
1045,799,4118.69,Debit,2025-09-05
1046,551,3775.33,Credit,2025-06-11
1047,579,2096.12,Debit,2024-10-11
1048,132,4245.32,Debit,2024-10-07
1049,541,3156.82,Credit,2026-03-13
1050,124,1038.07,Credit,2026-01-03
1051,248,2423.24,Debit,2025-10-16
1052,926,1242.54,Credit,2026-05-06
1053,281,3999.86,Debit,2025-02-08
1054,276,3427.82,Debit,2025-04-11
1055,615,4563.65,Credit,2025-09-03
1056,168,903.78,Debit,2025-01-10
1057,134,1861.92,Debit,2026-02-07
1058,404,469.23,Credit,2026-02-19
1059,627,2036.4,Credit,2024-10-22
1060,425,831.65,Credit,2025-10-25
1061,128,512.2,Credit,2025-10-16
1062,243,1355.21,Debit,2025-10-26
1063,425,4295.72,Credit,2025-02-13
1064,200,746.32,Credit,2025-10-25
1065,361,2264.35,Debit,2026-04-29
1066,560,343.36,Credit,2026-03-08
1067,829,1979.35,Debit,2026-01-06
1068,513,851.12,Credit,2025-12-30
1069,292,4601.77,Debit,2024-09-30
1070,298,4875.58,Credit,2026-02-21
1071,865,3902.45,Debit,2024-07-07
1072,657,2580.66,Credit,2024-12-25
1073,456,148.77,Debit,2025-07-02
1074,397,3743.55,Debit,2026-05-01
1075,617,1223.46,Credit,2025-03-17
1076,159,3153.06,Debit,2025-07-16
1077,940,2257.21,Debit,2026-03-05
1078,454,2945.79,Credit,2025-08-24
1079,696,2698.79,Debit,2025-08-27
1080,971,1087.29,Debit,2025-11-17
1081,761,58.08,Debit,2026-02-03
1082,956,546.57,Credit,2026-05-15
1083,262,4397.16,Debit,2024-10-29
1084,305,3925.18,Credit,2025-03-26
1085,602,841.95,Credit,2025-04-08
1086,161,3094.72,Credit,2024-07-07
1087,972,966.61,Debit,2026-04-27
1088,241,1781.74,Debit,2025-09-16
1089,73,4826.21,Debit,2026-01-28
1090,64,629.46,Credit,2025-09-25
1091,875,892.11,Debit,2025-06-27
1092,543,1306.89,Debit,2024-12-19
1093,292,881.32,Debit,2026-02-10
1094,964,384.54,Debit,2025-07-14
1095,453,2702.78,Credit,2025-04-07
1096,904,2137.66,Credit,2025-11-03
1097,209,1408.03,Debit,2026-04-22
1098,475,4967.55,Debit,2025-11-15
1099,392,3802.34,Debit,2025-01-23
1100,536,4428.71,Credit,2024-07-31
1101,354,638.45,Credit,2024-09-01
1102,775,1483.33,Credit,2025-03-06
1103,351,2674.01,Debit,2025-08-14
1104,430,4227.34,Credit,2025-07-18
1105,116,2695.85,Credit,2025-05-16
1106,276,4532.55,Debit,2026-05-12
1107,940,821.98,Credit,2025-07-29
1108,376,3836.9,Credit,2025-06-13
1109,46,3616.82,Credit,2025-11-07
1110,830,144.5,Debit,2024-12-24
1111,450,3342.97,Debit,2025-10-21
1112,228,1809.99,Credit,2026-01-01
1113,737,323.8,Credit,2025-02-20
1114,133,638.96,Credit,2026-02-24
1115,624,601.62,Debit,2025-08-13
1116,802,354.42,Credit,2024-06-16
1117,675,3487.87,Credit,2025-08-17
1118,178,2205.43,Credit,2025-11-28
1119,847,3305.44,Credit,2026-02-25
1120,835,4775.9,Debit,2026-05-20
1121,480,1615.26,Credit,2025-01-08
1122,459,558.69,Debit,2024-07-10
1123,953,1292.41,Debit,2026-04-26
1124,243,2600.24,Debit,2025-06-21
1125,148,2164.92,Debit,2025-02-03
1126,119,1966.44,Credit,2026-02-16
1127,71,2777.44,Debit,2025-05-27
1128,580,1833.05,Credit,2025-10-17
1129,458,2540.14,Debit,2025-04-10
1130,677,4693.59,Debit,2024-09-22
1131,352,4550.25,Debit,2025-05-02
1132,807,1479.35,Debit,2024-09-13
1133,543,1159.24,Debit,2025-06-30
1134,636,658.46,Debit,2025-02-09
1135,827,2450.82,Credit,2025-04-12
1136,778,3276.99,Debit,2025-11-27
1137,794,1245.97,Credit,2026-04-27
1138,318,1238.19,Debit,2025-07-17
1139,813,1791.25,Debit,2026-05-18
1140,480,645.34,Credit,2026-03-11
1141,73,4554.68,Debit,2025-09-05
1142,893,805.87,Debit,2025-09-20
1143,274,2924.75,Credit,2024-09-23
1144,323,1640.28,Credit,2025-07-30
1145,142,2052.68,Debit,2025-01-21
1146,215,4994.55,Debit,2025-08-09
1147,22,685.36,Debit,2025-10-06
1148,736,22.03,Debit,2025-07-25
1149,757,4984.46,Credit,2025-11-14
1150,218,1063.68,Debit,2025-12-25
1151,344,642.31,Credit,2025-09-01
1152,689,4876.28,Debit,2025-09-21
1153,811,2805.55,Credit,2025-03-25
1154,352,3771.19,Credit,2025-07-01
1155,92,2174.51,Debit,2025-01-24
1156,618,1783.72,Credit,2025-05-02
1157,852,2870.55,Credit,2025-04-22
1158,991,1067.9,Debit,2026-04-01
1159,310,3014.79,Credit,2024-09-03
1160,431,2516.37,Credit,2025-02-08
1161,757,63.3,Credit,2025-01-16
1162,440,1974.58,Debit,2026-03-05
1163,969,476.04,Debit,2025-06-05
1164,366,1621.85,Debit,2024-06-25
1165,131,1872.18,Credit,2025-09-16
1166,901,842.44,Credit,2024-07-25
1167,83,2599.47,Debit,2025-03-16
1168,705,745.19,Credit,2024-11-27
1169,27,3961.66,Debit,2025-03-03
1170,709,2351.46,Credit,2024-12-11
1171,664,1346.82,Credit,2024-07-22
1172,885,3509.87,Debit,2025-11-01
1173,699,1270.84,Debit,2025-11-29
1174,596,2539.17,Debit,2025-12-14
1175,164,406.04,Debit,2025-10-07
1176,200,2494.77,Credit,2024-10-06
1177,823,4101.26,Credit,2025-02-24
1178,73,444.78,Debit,2025-01-11
1179,58,4177.34,Debit,2026-04-17
1180,268,2649.76,Credit,2026-01-06
1181,479,4812.15,Debit,2025-04-11
1182,953,2575.63,Credit,2024-07-04
1183,142,4962.24,Debit,2026-04-28
1184,810,3347.75,Debit,2025-12-06
1185,25,2106.95,Credit,2024-10-29
1186,698,2207.99,Credit,2025-08-12
1187,444,1253.16,Credit,2026-04-01
1188,932,4848.05,Credit,2024-08-23
1189,416,4561.6,Debit,2025-05-20
1190,984,605.66,Credit,2024-11-16
1191,806,1290.46,Credit,2026-01-28
1192,69,4620.74,Debit,2025-04-21
1193,151,317.4,Credit,2025-05-31
1194,19,4048.61,Debit,2025-08-14
1195,684,25.14,Credit,2026-01-13
1196,568,2358.48,Debit,2024-10-14
1197,357,90.61,Debit,2025-12-06
1198,813,3288.46,Debit,2025-11-25
1199,228,3150.28,Credit,2024-07-09
1200,981,4088.03,Credit,2025-04-27
1201,754,4718.5,Credit,2026-04-25
1202,840,511.56,Credit,2025-02-13
1203,165,3881.58,Credit,2024-11-20
1204,757,2179.79,Debit,2026-04-20
1205,628,4565.05,Credit,2025-09-17
1206,751,4079.27,Debit,2025-09-26
1207,795,3462.67,Debit,2025-11-01
1208,71,2616.37,Credit,2024-08-16
1209,367,2686.34,Credit,2025-04-27
1210,519,232.0,Debit,2026-04-26
1211,159,653.96,Debit,2025-04-12
1212,475,3023.57,Credit,2024-12-08
1213,523,4559.03,Debit,2025-12-01
1214,2,4087.4,Debit,2024-07-16
1215,812,4829.83,Credit,2025-06-03
1216,25,4609.57,Debit,2025-12-27
1217,284,2521.18,Debit,2025-04-09
1218,426,3457.96,Credit,2026-04-22
1219,891,4210.06,Debit,2025-04-14
1220,917,331.95,Debit,2024-07-18
1221,703,2964.02,Debit,2025-02-08
1222,620,439.28,Credit,2025-06-20
1223,986,2792.43,Credit,2026-04-09
1224,70,1829.78,Credit,2025-03-15
1225,260,4684.26,Credit,2025-05-16
1226,583,4165.84,Credit,2025-04-21
1227,769,4296.18,Credit,2024-09-12
1228,535,3460.31,Debit,2025-08-16
1229,130,3723.44,Credit,2024-08-12
1230,557,1144.24,Credit,2026-04-28
1231,836,873.63,Credit,2025-05-21
1232,782,2918.87,Credit,2025-07-20
1233,290,602.3,Credit,2024-08-21
1234,769,180.14,Credit,2026-03-06
1235,228,2999.3,Credit,2025-01-11
1236,85,282.63,Credit,2026-03-19
1237,739,1766.62,Credit,2025-03-26
1238,280,510.03,Debit,2025-02-13
1239,979,4127.37,Credit,2025-03-05
1240,923,4509.6,Credit,2024-05-27
1241,963,1398.1,Debit,2025-06-21
1242,493,1838.87,Debit,2024-08-21
1243,536,433.33,Debit,2024-11-24
1244,806,338.01,Debit,2025-01-13
1245,491,2055.11,Debit,2024-10-10
1246,643,254.45,Credit,2024-06-16
1247,609,3450.98,Debit,2025-05-14
1248,221,1707.22,Credit,2024-11-04
1249,389,2027.04,Debit,2025-12-19
1250,752,4034.56,Debit,2026-01-05
1251,607,3666.53,Debit,2025-03-14
1252,807,987.31,Credit,2025-03-09
1253,150,2942.53,Debit,2024-08-13
1254,1000,2020.19,Credit,2024-09-30
1255,841,1249.71,Credit,2024-07-15
1256,63,1138.02,Debit,2025-05-15
1257,91,3739.03,Credit,2024-05-28
1258,560,304.94,Debit,2024-11-19
1259,119,4067.07,Debit,2026-05-14
1260,932,434.72,Debit,2024-08-31
1261,870,4985.15,Debit,2025-06-28
1262,3,4407.79,Debit,2024-12-04
1263,517,2321.53,Debit,2024-12-19
1264,311,3863.4,Credit,2025-07-31
1265,508,3927.4,Debit,2025-12-04
1266,659,2080.5,Credit,2026-04-05
1267,494,1241.44,Credit,2025-05-26
1268,865,3634.99,Credit,2025-09-08
1269,467,4212.55,Debit,2025-04-06
1270,932,3016.81,Debit,2025-08-22
1271,725,1722.78,Debit,2025-11-13
1272,467,4451.31,Credit,2026-01-21
1273,646,4957.41,Debit,2025-01-08
1274,556,388.07,Debit,2025-05-16
1275,319,3371.15,Debit,2025-10-25
1276,526,2007.81,Debit,2025-03-23
1277,156,1295.79,Debit,2024-10-24
1278,908,1913.23,Credit,2026-01-14
1279,998,4549.17,Credit,2024-10-04
1280,936,2252.38,Credit,2025-08-19
1281,778,2626.45,Debit,2024-12-07
1282,577,3725.4,Credit,2026-03-19
1283,470,4847.25,Credit,2025-11-28
1284,764,4200.1,Credit,2026-03-19
1285,59,2389.58,Debit,2024-07-20
1286,687,2577.18,Credit,2025-12-17
1287,54,2974.04,Credit,2024-06-05
1288,112,30.01,Debit,2026-01-29
1289,616,30.82,Debit,2024-06-07
1290,539,3544.67,Credit,2024-08-12
1291,343,813.33,Debit,2025-09-25
1292,503,4719.89,Debit,2026-05-13
1293,925,1680.45,Debit,2025-09-07
1294,161,2665.37,Debit,2025-11-22
1295,275,2565.15,Debit,2025-05-04
1296,745,1103.73,Credit,2025-09-13
1297,448,774.3,Debit,2025-09-15
1298,734,2062.66,Debit,2025-05-23
1299,768,588.61,Credit,2025-02-11
1300,734,1633.17,Credit,2024-06-06
1301,777,1762.31,Credit,2025-08-17
1302,900,3397.03,Credit,2025-01-06
1303,143,638.89,Credit,2025-10-22
1304,772,1397.1,Credit,2026-05-20
1305,161,294.83,Credit,2025-10-01
1306,143,3363.23,Debit,2025-05-04
1307,782,4054.3,Credit,2024-08-19
1308,161,3272.66,Credit,2025-03-01
1309,331,4792.94,Debit,2024-06-08
1310,674,1749.2,Credit,2025-05-09
1311,816,2720.04,Debit,2024-07-20
1312,370,1382.94,Debit,2024-10-09
1313,132,3058.15,Credit,2025-01-19
1314,119,621.06,Debit,2025-09-13
1315,567,2309.78,Debit,2025-06-27
1316,729,1694.21,Credit,2024-11-29
1317,7,2242.41,Debit,2026-02-21
1318,610,1939.42,Debit,2025-07-02
1319,315,4616.4,Credit,2026-02-12
1320,308,478.81,Credit,2025-07-26
1321,987,2807.38,Debit,2024-11-19
1322,634,4239.23,Credit,2026-02-27
1323,60,3548.89,Credit,2025-05-20
1324,654,1248.05,Credit,2024-06-15
1325,585,1178.07,Debit,2026-03-09
1326,543,4176.66,Debit,2024-06-13
1327,814,4696.05,Credit,2025-03-11
1328,253,27.86,Credit,2024-08-19
1329,480,368.13,Debit,2026-04-03
1330,617,2860.36,Credit,2025-10-14
1331,878,767.31,Credit,2025-03-25
1332,769,1559.66,Credit,2025-03-02
1333,589,620.99,Debit,2025-05-25
1334,993,68.23,Credit,2025-06-22
1335,89,1144.73,Credit,2025-01-11
1336,820,1393.74,Debit,2024-09-08
1337,57,2812.7,Debit,2024-06-09
1338,263,3586.79,Credit,2025-03-01
1339,694,3697.25,Credit,2026-04-27
1340,335,4021.66,Credit,2024-10-26
1341,17,405.88,Debit,2025-10-30
1342,955,2389.02,Credit,2025-03-25
1343,228,2016.72,Debit,2025-03-02
1344,436,3119.73,Debit,2024-06-18
1345,387,2996.94,Debit,2024-12-26
1346,444,2420.16,Credit,2025-10-24
1347,98,95.5,Debit,2025-01-04
1348,961,70.19,Debit,2026-01-18
1349,244,4323.98,Debit,2025-04-26
1350,388,1903.65,Debit,2024-07-16
1351,534,4449.12,Debit,2024-10-09
1352,619,4792.27,Debit,2025-01-16
1353,134,180.52,Debit,2024-07-21
1354,743,2785.41,Debit,2025-06-03
1355,847,4479.93,Credit,2025-06-22
1356,304,197.19,Debit,2025-10-17
1357,206,2146.37,Credit,2025-12-22
1358,66,599.23,Credit,2026-02-02
1359,249,4761.92,Credit,2025-08-12
1360,174,1817.49,Debit,2026-01-24
1361,223,320.37,Credit,2024-07-23
1362,405,1994.74,Credit,2025-07-17
1363,578,4697.33,Debit,2024-11-05
1364,514,807.64,Credit,2025-11-16
1365,32,4856.37,Debit,2024-07-13
1366,425,2548.76,Credit,2026-03-14
1367,468,2787.55,Credit,2026-04-11
1368,243,4891.16,Debit,2025-06-11
1369,576,4449.04,Credit,2026-01-21
1370,987,1272.09,Debit,2025-08-03
1371,641,3570.92,Credit,2025-03-26
1372,435,771.03,Credit,2025-12-10
1373,964,4019.21,Debit,2024-10-29
1374,366,2113.78,Debit,2025-12-18
1375,445,1654.64,Credit,2024-07-11
1376,13,4611.45,Debit,2024-07-18
1377,90,2912.97,Debit,2026-05-06
1378,34,4509.24,Credit,2024-12-10
1379,380,4703.16,Debit,2024-08-28
1380,383,2342.69,Credit,2025-10-08
1381,605,491.64,Debit,2026-04-24
1382,352,4464.77,Credit,2025-01-03
1383,952,3193.41,Debit,2025-12-26
1384,991,1502.6,Debit,2026-04-11
1385,883,2158.13,Credit,2025-09-07
1386,964,2589.49,Debit,2024-09-27
1387,398,4879.27,Debit,2024-11-08
1388,456,3707.66,Credit,2025-11-12
1389,945,403.37,Debit,2025-03-30
1390,467,3836.14,Credit,2025-09-27
1391,387,1115.41,Credit,2024-08-24
